,custnumber,allorder,allmount,sper,fiveorder,sixorder,sevenorder,slope,order_qu,order_log,mount_log,order_minmax,order_cluster
3888,20234485,19,563.06,0.8947368421052632,5,8,6,0.4999999999999989,15,2.995732273553991,6.335160628818515,0.401954282409352,0
3889,20235698,19,986.26,0.631578947368421,6,3,10,1.9999999999999993,15,2.995732273553991,6.894933429262078,0.401954282409352,0
3890,20231810,19,1041.96,0.7368421052631579,6,5,8,0.9999999999999996,15,2.995732273553991,6.949818103354524,0.401954282409352,0
3891,20230726,19,614.46,0.9473684210526315,7,8,4,-1.5000000000000007,15,2.995732273553991,6.422369955697924,0.401954282409352,0
3892,20230963,19,520.84,0.8421052631578947,13,3,3,-5.000000000000004,15,2.995732273553991,6.257361027487841,0.401954282409352,0
3893,20236244,19,1040.71,0.8421052631578947,12,6,1,-5.500000000000001,15,2.995732273553991,6.9486188726371365,0.401954282409352,0
3894,20236226,19,869.2,0.8421052631578947,9,3,7,-1.0000000000000022,15,2.995732273553991,6.76872307028658,0.401954282409352,0
3895,20234001,19,707.5,0.631578947368421,5,7,7,0.9999999999999998,15,2.995732273553991,6.563150059130735,0.401954282409352,0
3896,20237678,19,929.1,0.42105263157894735,12,4,3,-4.500000000000003,15,2.995732273553991,6.835292107248422,0.401954282409352,0
3897,20231665,19,1091.75,0.8947368421052632,3,7,9,2.999999999999999,15,2.995732273553991,6.996452733743424,0.401954282409352,0
3898,20232642,19,835.65,0.6842105263157895,13,2,4,-4.500000000000001,15,2.995732273553991,6.729405822940582,0.401954282409352,0
3899,20230274,19,626.33,0.7368421052631579,6,5,8,0.9999999999999996,15,2.995732273553991,6.4414727179668185,0.401954282409352,0
3900,20232418,19,1024.55,0.9473684210526315,8,4,7,-0.5000000000000016,15,2.995732273553991,6.932984333027912,0.401954282409352,0
3901,20232423,19,957.68,0.8421052631578947,3,11,5,0.9999999999999996,15,2.995732273553991,6.865557338281951,0.401954282409352,0
3902,20233985,19,960.04,0.8947368421052632,5,9,5,-3.24858729028648e-16,15,2.995732273553991,6.86801603141312,0.401954282409352,0
3903,20235039,19,903.39,0.7894736842105263,9,4,6,-1.5000000000000022,15,2.995732273553991,6.807260683288284,0.401954282409352,0
3904,20230001,19,392.57,0.8421052631578947,5,9,5,-3.24858729028648e-16,15,2.995732273553991,5.975258942761049,0.401954282409352,0
3905,20232090,19,784.8,0.8947368421052632,5,4,10,2.499999999999999,15,2.995732273553991,6.66670230712436,0.401954282409352,0
3906,20231153,19,772.15,0.9473684210526315,7,6,6,-0.5000000000000016,15,2.995732273553991,6.650473078921439,0.401954282409352,0
3907,20242545,18,866.5,0.5,0,0,18,9.000000000000002,15,2.9444389791664403,6.765615511821014,0.3930001901585633,0
3908,20242537,18,643.23,0.9444444444444444,0,2,16,8.000000000000002,15,2.9444389791664403,6.468055805201167,0.3930001901585633,0
3909,20242554,18,473.93,0.7777777777777778,0,1,17,8.5,15,2.9444389791664403,6.163167424753796,0.3930001901585633,0
3910,20231862,18,747.8,0.8333333333333334,0,3,15,7.500000000000001,15,2.9444389791664403,6.618471925163382,0.3930001901585633,0
3911,20235121,18,490.92,0.5,0,8,10,5.0,15,2.9444389791664403,6.198316101645214,0.3930001901585633,0
3912,20241197,18,724.93,0.8888888888888888,0,4,14,7.0,15,2.9444389791664403,6.5874535914434285,0.3930001901585633,0
3913,20242190,18,870.45,0.8333333333333334,0,7,11,5.500000000000001,15,2.9444389791664403,6.770158490967691,0.3930001901585633,0
3914,20242002,18,886.1,0.6666666666666666,0,9,9,4.5,15,2.9444389791664403,6.787957715526542,0.3930001901585633,0
3915,20241835,18,1048.2,0.5555555555555556,0,7,11,5.500000000000001,15,2.9444389791664403,6.955783247992719,0.3930001901585633,0
3916,20242052,18,829.6,0.7222222222222222,0,7,11,5.500000000000001,15,2.9444389791664403,6.722148331196653,0.3930001901585633,0
3917,20241992,18,591.62,0.7777777777777778,0,5,13,6.500000000000002,15,2.9444389791664403,6.384553384148091,0.3930001901585633,0
3918,20231333,18,1070.8,0.7777777777777778,0,7,11,5.500000000000001,15,2.9444389791664403,6.97709475706075,0.3930001901585633,0
3919,20242095,18,1100.3,0.7777777777777778,0,9,9,4.5,15,2.9444389791664403,7.004246579170898,0.3930001901585633,0
3920,20237766,18,1134.28,0.3333333333333333,0,7,11,5.500000000000001,15,2.9444389791664403,7.034634595526282,0.3930001901585633,0
3921,20242023,18,1201.1,0.7777777777777778,0,6,12,5.999999999999999,15,2.9444389791664403,7.091825306310208,0.3930001901585633,0
3922,20240715,18,998.4,0.7777777777777778,0,9,9,4.5,15,2.9444389791664403,6.9071550989101045,0.3930001901585633,0
3923,20240741,18,881.81,0.8333333333333334,0,5,13,6.500000000000002,15,2.9444389791664403,6.783110001912443,0.3930001901585633,0
3924,20240717,18,835.2,0.8888888888888888,0,10,8,3.9999999999999996,15,2.9444389791664403,6.728867818922465,0.3930001901585633,0
3925,20241654,18,964.48,1.0,0,8,10,5.0,15,2.9444389791664403,6.872625386998399,0.3930001901585633,0
3926,20241374,18,1092.06,0.7222222222222222,0,8,10,5.0,15,2.9444389791664403,6.996736381454871,0.3930001901585633,0
3927,20241467,18,1156.9,0.6111111111111112,0,11,7,3.4999999999999996,15,2.9444389791664403,7.054363298618227,0.3930001901585633,0
3928,20241443,18,1006.86,0.7777777777777778,0,6,12,5.999999999999999,15,2.9444389791664403,6.9155845500964706,0.3930001901585633,0
3929,20240713,18,1027.34,0.7222222222222222,1,3,14,6.500000000000002,15,2.9444389791664403,6.935701130632536,0.3930001901585633,0
3930,20241182,18,304.65,1.0,1,7,10,4.5,15,2.9444389791664403,5.722440656474735,0.3930001901585633,0
3931,20237580,18,756.98,0.3888888888888889,1,8,9,3.999999999999999,15,2.9444389791664403,6.630657000070001,0.3930001901585633,0
3932,20240184,18,801.62,0.8888888888888888,1,7,10,4.5,15,2.9444389791664403,6.68788137653555,0.3930001901585633,0
3933,20241093,18,576.03,0.7222222222222222,4,6,8,1.9999999999999991,15,2.9444389791664403,6.357894258224098,0.3930001901585633,0
3934,20237241,18,652.2,1.0,1,10,7,3.0,15,2.9444389791664403,6.48188336109631,0.3930001901585633,0
3935,20232451,18,845.6,0.8888888888888888,2,7,9,3.5,15,2.9444389791664403,6.741228328086823,0.3930001901585633,0
3936,20241039,18,648.8,0.8333333333333334,2,16,0,-1.0000000000000009,15,2.9444389791664403,6.476664623235,0.3930001901585633,0
3937,20240393,18,818.55,0.7777777777777778,4,10,4,-2.8428969921423013e-16,15,2.9444389791664403,6.708755409135369,0.3930001901585633,0
3938,20236114,18,506.27,0.8888888888888888,3,10,5,0.9999999999999998,15,2.9444389791664403,6.229043406218447,0.3930001901585633,0
3939,20231984,18,835.24,0.9444444444444444,1,7,10,4.5,15,2.9444389791664403,6.728915653224452,0.3930001901585633,0
3940,20236229,18,961.2,0.8888888888888888,5,6,7,0.9999999999999998,15,2.9444389791664403,6.869222329265353,0.3930001901585633,0
3941,20230353,18,779.18,1.0,2,5,11,4.5,15,2.9444389791664403,6.659524662291283,0.3930001901585633,0
3942,20241167,18,919.33,0.9444444444444444,5,8,5,-8.28566757510777e-16,15,2.9444389791664403,6.8247323013793535,0.3930001901585633,0
3943,20231849,18,886.26,0.4444444444444444,5,5,8,1.4999999999999987,15,2.9444389791664403,6.7881380622435925,0.3930001901585633,0
3944,20241409,18,774.43,0.9444444444444444,9,9,0,-4.500000000000002,15,2.9444389791664403,6.653417714196939,0.3930001901585633,0
3945,20237177,18,697.17,0.9444444444444444,5,3,10,2.499999999999999,15,2.9444389791664403,6.548462626116749,0.3930001901585633,0
3946,20234506,18,652.18,0.6666666666666666,6,7,5,-0.5000000000000012,15,2.9444389791664403,6.481852742133984,0.3930001901585633,0
3947,20237021,18,765.81,0.9444444444444444,3,8,7,1.9999999999999996,15,2.9444389791664403,6.642239052296678,0.3930001901585633,0
3948,20237326,18,388.59,0.7777777777777778,3,7,8,2.4999999999999996,15,2.9444389791664403,5.965094904087839,0.3930001901585633,0
3949,20241402,18,801.23,0.8333333333333334,3,8,7,1.9999999999999996,15,2.9444389791664403,6.687395349794512,0.3930001901585633,0
3950,20231521,18,858.73,0.8888888888888888,5,8,5,-8.28566757510777e-16,15,2.9444389791664403,6.756618386465467,0.3930001901585633,0
3951,20233048,18,463.65,0.8333333333333334,4,4,10,3.0,15,2.9444389791664403,6.141284434003349,0.3930001901585633,0
3952,20232486,18,633.36,0.8333333333333334,2,4,12,4.999999999999999,15,2.9444389791664403,6.4526166166304,0.3930001901585633,0
3953,20236246,18,597.78,0.6111111111111112,5,4,9,1.9999999999999998,15,2.9444389791664403,6.394894251854076,0.3930001901585633,0
3954,20236457,18,585.77,0.8888888888888888,7,7,4,-1.5000000000000013,15,2.9444389791664403,6.374632920217536,0.3930001901585633,0
3955,20230812,18,1214.07,0.8333333333333334,4,6,8,1.9999999999999991,15,2.9444389791664403,7.102556967283798,0.3930001901585633,0
3956,20240541,18,973.99,0.8333333333333334,3,7,8,2.4999999999999996,15,2.9444389791664403,6.882427214534993,0.3930001901585633,0
3957,20235244,18,943.5,0.9444444444444444,5,8,5,-8.28566757510777e-16,15,2.9444389791664403,6.850655686941565,0.3930001901585633,0
3958,20234544,18,795.0,0.7222222222222222,5,6,7,0.9999999999999998,15,2.9444389791664403,6.679599185844383,0.3930001901585633,0
3959,20232007,18,843.8,0.8888888888888888,6,7,5,-0.5000000000000012,15,2.9444389791664403,6.739099912951997,0.3930001901585633,0
3960,20232294,18,1364.22,0.5,2,7,9,3.5,15,2.9444389791664403,7.219070866793395,0.3930001901585633,0
3961,20231144,18,665.47,0.6666666666666666,6,8,4,-1.0000000000000004,15,2.9444389791664403,6.501995127352913,0.3930001901585633,0
3962,20234569,18,471.64,0.7777777777777778,4,8,6,0.9999999999999998,15,2.9444389791664403,6.158333999343015,0.3930001901585633,0
3963,20231096,18,812.9,0.5555555555555556,5,10,3,-0.9999999999999999,15,2.9444389791664403,6.7018375083329955,0.3930001901585633,0
3964,20237655,18,504.27,0.8888888888888888,3,5,10,3.499999999999999,15,2.9444389791664403,6.225092939864466,0.3930001901585633,0
3965,20234708,18,674.16,0.6666666666666666,10,5,3,-3.5000000000000018,15,2.9444389791664403,6.514949699820727,0.3930001901585633,0
3966,20235427,18,642.21,0.7222222222222222,9,8,1,-4.000000000000001,15,2.9444389791664403,6.466471265007581,0.3930001901585633,0
3967,20230760,18,785.3,0.8333333333333334,8,2,8,-2.8428969921423013e-16,15,2.9444389791664403,6.667338398997471,0.3930001901585633,0
3968,20236073,18,627.87,0.9444444444444444,7,6,5,-1.0000000000000009,15,2.9444389791664403,6.443924558074251,0.3930001901585633,0
3969,20231192,18,560.67,0.9444444444444444,4,6,8,1.9999999999999991,15,2.9444389791664403,6.330914488818843,0.3930001901585633,0
3970,20233967,18,970.73,1.0,3,7,8,2.4999999999999996,15,2.9444389791664403,6.879077988095268,0.3930001901585633,0
3971,20231749,18,1211.46,1.0,4,1,13,4.5,15,2.9444389791664403,7.100406632576745,0.3930001901585633,0
3972,20236498,18,553.3,0.7222222222222222,5,4,9,1.9999999999999998,15,2.9444389791664403,6.3177060564257586,0.3930001901585633,0
3973,20234613,18,910.73,0.4444444444444444,11,4,3,-4.000000000000001,15,2.9444389791664403,6.815343893610521,0.3930001901585633,0
3974,20235394,18,772.85,0.7222222222222222,9,3,6,-1.5000000000000027,15,2.9444389791664403,6.6513780563587686,0.3930001901585633,0
3975,20231808,18,675.34,0.7222222222222222,9,4,5,-2.000000000000001,15,2.9444389791664403,6.516695908181574,0.3930001901585633,0
3976,20231013,18,655.96,0.6666666666666666,9,6,3,-3.0000000000000004,15,2.9444389791664403,6.487623133830569,0.3930001901585633,0
3977,20234981,18,766.33,0.5,2,5,11,4.5,15,2.9444389791664403,6.64291695655563,0.3930001901585633,0
3978,20236961,18,1158.4,0.7222222222222222,7,4,7,-9.964167016808399e-16,15,2.9444389791664403,7.055657908905633,0.3930001901585633,0
3979,20230214,18,1081.74,0.8333333333333334,2,4,12,4.999999999999999,15,2.9444389791664403,6.987250144309764,0.3930001901585633,0
3980,20237606,18,953.25,0.8888888888888888,9,4,5,-2.000000000000001,15,2.9444389791664403,6.860925691625339,0.3930001901585633,0
3981,20230328,18,786.75,0.6111111111111112,12,2,4,-4.000000000000001,15,2.9444389791664403,6.669180780637384,0.3930001901585633,0
3982,20232677,18,759.11,0.8888888888888888,3,3,12,4.499999999999999,15,2.9444389791664403,6.633463159649116,0.3930001901585633,0
3983,20236011,18,670.04,0.8333333333333334,4,9,5,0.49999999999999967,15,2.9444389791664403,6.508828747713555,0.3930001901585633,0
3984,20236588,18,526.16,0.7777777777777778,2,12,4,0.9999999999999993,15,2.9444389791664403,6.267504107775689,0.3930001901585633,0
3985,20230389,18,660.16,0.9444444444444444,1,3,14,6.500000000000002,15,2.9444389791664403,6.4939958680491525,0.3930001901585633,0
3986,20240033,18,913.05,0.7222222222222222,3,9,6,1.4999999999999998,15,2.9444389791664403,6.8178852745530945,0.3930001901585633,0
3987,20240024,18,1164.67,0.6666666666666666,6,9,3,-1.5000000000000013,15,2.9444389791664403,7.061051307985116,0.3930001901585633,0
3988,20237081,18,891.91,0.7777777777777778,4,6,8,1.9999999999999991,15,2.9444389791664403,6.794485791922883,0.3930001901585633,0
3989,20235875,18,385.69,0.8333333333333334,1,9,8,3.5,15,2.9444389791664403,5.957623338439211,0.3930001901585633,0
3990,20235908,18,1003.66,0.6111111111111112,9,4,5,-2.000000000000001,15,2.9444389791664403,6.912404454796248,0.3930001901585633,0
3991,20234961,18,827.83,0.8888888888888888,6,6,6,-1.065942424999647e-15,15,2.9444389791664403,6.720015067761323,0.3930001901585633,0
3992,20230752,18,1015.12,0.8333333333333334,5,9,4,-0.5000000000000008,15,2.9444389791664403,6.923746731400183,0.3930001901585633,0
3993,20233945,18,870.69,0.8888888888888888,3,5,10,3.499999999999999,15,2.9444389791664403,6.770433856115087,0.3930001901585633,0
3994,20236900,18,732.78,0.9444444444444444,8,4,6,-1.000000000000002,15,2.9444389791664403,6.598209256166808,0.3930001901585633,0
3995,20237218,18,637.63,0.3333333333333333,9,9,0,-4.500000000000002,15,2.9444389791664403,6.45932525694112,0.3930001901585633,0
3996,20237817,18,1030.51,0.6666666666666666,5,8,5,-8.28566757510777e-16,15,2.9444389791664403,6.9387790270838,0.3930001901585633,0
3997,20236698,18,874.0,0.7777777777777778,10,4,4,-3.0000000000000027,15,2.9444389791664403,6.774223886357614,0.3930001901585633,0
3998,20234923,18,420.92,0.7777777777777778,6,11,1,-2.5000000000000018,15,2.9444389791664403,6.044815722604977,0.3930001901585633,0
3999,20231101,18,822.35,0.8888888888888888,3,9,6,1.4999999999999998,15,2.9444389791664403,6.713381383664008,0.3930001901585633,0
4000,20234333,18,534.34,0.7222222222222222,4,8,6,0.9999999999999998,15,2.9444389791664403,6.28290205906118,0.3930001901585633,0
4001,20236141,18,888.96,0.7222222222222222,9,4,5,-2.000000000000001,15,2.9444389791664403,6.791176517895957,0.3930001901585633,0
4002,20236877,18,1005.01,0.7222222222222222,9,6,3,-3.0000000000000004,15,2.9444389791664403,6.913747290968132,0.3930001901585633,0
4003,20234874,18,480.37,0.7222222222222222,8,7,3,-2.5000000000000027,15,2.9444389791664403,6.176636205168639,0.3930001901585633,0
4004,20237289,18,479.35,0.6111111111111112,7,3,8,0.49999999999999833,15,2.9444389791664403,6.174515004855747,0.3930001901585633,0
4005,20231745,18,637.02,0.6111111111111112,7,10,1,-3.0000000000000013,15,2.9444389791664403,6.458369630815835,0.3930001901585633,0
4006,20237147,18,706.53,0.5555555555555556,4,7,7,1.5,15,2.9444389791664403,6.561780031445274,0.3930001901585633,0
4007,20230466,18,1205.33,0.7222222222222222,10,1,7,-1.5000000000000013,15,2.9444389791664403,7.095337971697562,0.3930001901585633,0
4008,20236464,18,874.67,0.4444444444444444,6,7,5,-0.5000000000000012,15,2.9444389791664403,6.77498930763371,0.3930001901585633,0
4009,20236623,18,724.7,0.8888888888888888,6,8,4,-1.0000000000000004,15,2.9444389791664403,6.587136706284092,0.3930001901585633,0
4010,20232173,18,787.57,0.9444444444444444,9,5,4,-2.500000000000003,15,2.9444389791664403,6.670221178619984,0.3930001901585633,0
4011,20235044,18,690.23,0.7777777777777778,6,7,5,-0.5000000000000012,15,2.9444389791664403,6.53847261932575,0.3930001901585633,0
4012,20230987,18,503.05,0.3888888888888889,11,5,2,-4.500000000000003,15,2.9444389791664403,6.222675469499951,0.3930001901585633,0
4013,20230957,18,681.5,0.6666666666666666,5,7,6,0.49999999999999867,15,2.9444389791664403,6.525762527059115,0.3930001901585633,0
4014,20230774,18,918.75,0.7777777777777778,7,3,8,0.49999999999999833,15,2.9444389791664403,6.824101893984884,0.3930001901585633,0
4015,20231928,18,578.25,0.8888888888888888,5,3,10,2.499999999999999,15,2.9444389791664403,6.3617341633124855,0.3930001901585633,0
4016,20236952,18,1137.9,0.7777777777777778,2,6,10,3.9999999999999996,15,2.9444389791664403,7.037818163280305,0.3930001901585633,0
4017,20234218,18,663.5,0.8333333333333334,5,3,10,2.499999999999999,15,2.9444389791664403,6.4990348781533,0.3930001901585633,0
4018,20233786,18,754.67,0.7777777777777778,9,4,5,-2.000000000000001,15,2.9444389791664403,6.627604772945703,0.3930001901585633,0
4019,20231919,18,991.05,0.9444444444444444,6,6,6,-1.065942424999647e-15,15,2.9444389791664403,6.89977350924048,0.3930001901585633,0
4020,20237731,18,979.49,0.7222222222222222,5,6,7,0.9999999999999998,15,2.9444389791664403,6.8880524467062685,0.3930001901585633,0
4021,20231646,18,864.56,0.6666666666666666,3,5,10,3.499999999999999,15,2.9444389791664403,6.763376696303581,0.3930001901585633,0
4022,20232340,18,568.31,0.8333333333333334,7,7,4,-1.5000000000000013,15,2.9444389791664403,6.344425101233997,0.3930001901585633,0
4023,20230697,18,929.58,0.5555555555555556,13,5,0,-6.500000000000001,15,2.9444389791664403,6.835808047668749,0.3930001901585633,0
4024,20237209,18,399.69,0.8888888888888888,8,5,5,-1.5000000000000013,15,2.9444389791664403,5.993188061004256,0.3930001901585633,0
4025,20232664,18,589.47,0.7222222222222222,9,5,4,-2.500000000000003,15,2.9444389791664403,6.380918829943782,0.3930001901585633,0
4026,20234243,18,967.02,0.8333333333333334,7,7,4,-1.5000000000000013,15,2.9444389791664403,6.875252748220163,0.3930001901585633,0
4027,20234494,18,868.44,0.8333333333333334,9,5,4,-2.500000000000003,15,2.9444389791664403,6.767849326237983,0.3930001901585633,0
4028,20231855,18,515.21,0.7777777777777778,18,0,0,-9.000000000000005,15,2.9444389791664403,6.246513659433176,0.3930001901585633,0
4029,20230798,18,1187.08,0.6666666666666666,15,3,0,-7.500000000000001,15,2.9444389791664403,7.08009383772269,0.3930001901585633,0
4030,20235966,18,599.27,0.8333333333333334,4,7,7,1.5,15,2.9444389791664403,6.397379553996511,0.3930001901585633,0
4031,20237459,18,779.74,0.8888888888888888,10,5,3,-3.5000000000000018,15,2.9444389791664403,6.660242187883916,0.3930001901585633,0
4032,20230978,18,678.5,0.6666666666666666,6,6,6,-1.065942424999647e-15,15,2.9444389791664403,6.521357233591198,0.3930001901585633,0
4033,20234882,18,547.5,0.6666666666666666,3,8,7,1.9999999999999996,15,2.9444389791664403,6.307187279715285,0.3930001901585633,0
4034,20235214,18,761.77,0.8888888888888888,10,4,4,-3.0000000000000027,15,2.9444389791664403,6.636956544164193,0.3930001901585633,0
4035,20235442,18,416.96,0.7777777777777778,3,7,8,2.4999999999999996,15,2.9444389791664403,6.03538573416591,0.3930001901585633,0
4036,20237712,18,848.38,0.8888888888888888,8,2,8,-2.8428969921423013e-16,15,2.9444389791664403,6.744506671569465,0.3930001901585633,0
4037,20235590,18,249.18,0.7777777777777778,3,8,7,1.9999999999999996,15,2.9444389791664403,5.522180658786596,0.3930001901585633,0
4038,20230633,18,729.08,0.6666666666666666,6,11,1,-2.5000000000000018,15,2.9444389791664403,6.593154117179092,0.3930001901585633,0
4039,20237252,18,693.06,0.8333333333333334,13,5,0,-6.500000000000001,15,2.9444389791664403,6.54255841210117,0.3930001901585633,0
4040,20236058,18,999.49,0.7222222222222222,7,6,5,-1.0000000000000009,15,2.9444389791664403,6.908245158971339,0.3930001901585633,0
4041,20236729,18,640.07,0.8333333333333334,4,5,9,2.499999999999999,15,2.9444389791664403,6.463138655326482,0.3930001901585633,0
4042,20236653,18,800.75,0.6666666666666666,9,6,3,-3.0000000000000004,15,2.9444389791664403,6.686796838573264,0.3930001901585633,0
4043,20230918,18,675.71,0.7777777777777778,3,10,5,0.9999999999999998,15,2.9444389791664403,6.517242820726155,0.3930001901585633,0
4044,20237299,18,746.77,0.7222222222222222,12,2,4,-4.000000000000001,15,2.9444389791664403,6.617095444059754,0.3930001901585633,0
4045,20237659,18,963.56,0.7777777777777778,4,10,4,-2.8428969921423013e-16,15,2.9444389791664403,6.871672038809055,0.3930001901585633,0
4046,20232309,18,849.02,0.1111111111111111,14,2,2,-6.000000000000002,15,2.9444389791664403,6.745259878619315,0.3930001901585633,0
4047,20234364,18,786.15,0.7222222222222222,7,5,6,-0.5000000000000008,15,2.9444389791664403,6.668418827460638,0.3930001901585633,0
4048,20232411,18,1010.64,0.5555555555555556,18,0,0,-9.000000000000005,15,2.9444389791664403,6.919328055334753,0.3930001901585633,0
4049,20231460,18,1125.77,0.5555555555555556,9,3,6,-1.5000000000000027,15,2.9444389791664403,7.027110411579633,0.3930001901585633,0
4050,20232315,18,974.59,0.7777777777777778,7,3,8,0.49999999999999833,15,2.9444389791664403,6.883042416186732,0.3930001901585633,0
4051,20231445,18,765.31,0.8333333333333334,5,5,8,1.4999999999999987,15,2.9444389791664403,6.641586787610643,0.3930001901585633,0
4052,20230700,18,753.73,0.7777777777777778,9,3,6,-1.5000000000000027,15,2.9444389791664403,6.626360069395172,0.3930001901585633,0
4053,20233872,18,564.39,0.6666666666666666,5,10,3,-0.9999999999999999,15,2.9444389791664403,6.337515758509518,0.3930001901585633,0
4054,20237408,18,881.26,0.9444444444444444,8,2,8,-2.8428969921423013e-16,15,2.9444389791664403,6.782486797146853,0.3930001901585633,0
4055,20231018,18,817.1,0.8888888888888888,8,8,2,-3.0000000000000004,15,2.9444389791664403,6.706984578519653,0.3930001901585633,0
4056,20242632,17,731.3,0.8235294117647058,0,0,17,8.500000000000002,15,2.8903717578961645,6.596190266067024,0.38356186312618307,0
4057,20242691,17,1150.6,0.6470588235294118,0,0,17,8.500000000000002,15,2.8903717578961645,7.048907558738021,0.38356186312618307,0
4058,20242657,17,812.0,0.6470588235294118,0,0,17,8.500000000000002,15,2.8903717578961645,6.70073110954781,0.38356186312618307,0
4059,20242154,17,493.97,0.9411764705882353,0,1,16,8.000000000000002,15,2.8903717578961645,6.204497154671463,0.38356186312618307,0
4060,20242457,17,722.14,0.8235294117647058,0,2,15,7.500000000000002,15,2.8903717578961645,6.583602841034444,0.38356186312618307,0
4061,20242001,17,737.4,0.9411764705882353,0,3,14,7.0,15,2.8903717578961645,6.604485683188642,0.38356186312618307,0
4062,20242431,17,436.79,0.6470588235294118,0,1,16,8.000000000000002,15,2.8903717578961645,6.081739343347764,0.38356186312618307,0
4063,20241254,17,1104.9,0.6470588235294118,0,6,11,5.5,15,2.8903717578961645,7.008414762081315,0.38356186312618307,0
4064,20242224,17,773.86,0.8235294117647058,0,1,16,8.000000000000002,15,2.8903717578961645,6.652682367873754,0.38356186312618307,0
4065,20233956,17,867.16,0.7647058823529411,0,5,12,6.0,15,2.8903717578961645,6.766376029470567,0.38356186312618307,0
4066,20240993,17,1010.1,0.8823529411764706,0,7,10,5.0,15,2.8903717578961645,6.918794126097353,0.38356186312618307,0
4067,20241970,17,898.22,0.4117647058823529,0,8,9,4.5,15,2.8903717578961645,6.80152772088496,0.38356186312618307,0
4068,20241658,17,446.4,0.9411764705882353,0,6,11,5.5,15,2.8903717578961645,6.1034530490560295,0.38356186312618307,0
4069,20241586,17,934.5,0.7647058823529411,0,4,13,6.500000000000001,15,2.8903717578961645,6.841081145714145,0.38356186312618307,0
4070,20242292,17,953.0,0.7647058823529411,0,4,13,6.500000000000001,15,2.8903717578961645,6.860663671448287,0.38356186312618307,0
4071,20233220,17,438.69,0.9411764705882353,0,6,11,5.5,15,2.8903717578961645,6.086069933148976,0.38356186312618307,0
4072,20242056,17,825.84,0.8823529411764706,0,8,9,4.5,15,2.8903717578961645,6.717611205931036,0.38356186312618307,0
4073,20232428,17,779.8,0.7647058823529411,0,12,5,2.5,15,2.8903717578961645,6.660319035098882,0.38356186312618307,0
4074,20240603,17,860.61,0.29411764705882354,0,6,11,5.5,15,2.8903717578961645,6.758802732088661,0.38356186312618307,0
4075,20232394,17,939.5,0.7058823529411765,0,7,10,5.0,15,2.8903717578961645,6.846411648741085,0.38356186312618307,0
4076,20240934,17,275.55,0.9411764705882353,0,5,12,6.0,15,2.8903717578961645,5.622391636440687,0.38356186312618307,0
4077,20240807,17,659.66,0.5882352941176471,0,13,4,1.9999999999999991,15,2.8903717578961645,6.493239335353555,0.38356186312618307,0
4078,20241504,17,921.65,0.7647058823529411,0,15,2,0.9999999999999993,15,2.8903717578961645,6.827249964322487,0.38356186312618307,0
4079,20241824,17,924.61,0.47058823529411764,0,7,10,5.0,15,2.8903717578961645,6.830452979624045,0.38356186312618307,0
4080,20241700,17,765.64,0.8823529411764706,0,9,8,4.000000000000001,15,2.8903717578961645,6.6420173300355065,0.38356186312618307,0
4081,20241205,17,1120.78,0.5294117647058824,0,16,1,0.5000000000000001,15,2.8903717578961645,7.0226719884253805,0.38356186312618307,0
4082,20240229,17,638.38,0.8235294117647058,0,8,9,4.5,15,2.8903717578961645,6.460498956812166,0.38356186312618307,0
4083,20240535,17,648.73,0.7058823529411765,1,4,12,5.5,15,2.8903717578961645,6.476556891978211,0.38356186312618307,0
4084,20241596,17,530.76,0.8823529411764706,1,8,8,3.5,15,2.8903717578961645,6.276192259733326,0.38356186312618307,0
4085,20241200,17,866.48,0.8235294117647058,1,10,6,2.4999999999999996,15,2.8903717578961645,6.765592456800206,0.38356186312618307,0
4086,20241249,17,746.88,0.8235294117647058,1,10,6,2.4999999999999996,15,2.8903717578961645,6.617242537297074,0.38356186312618307,0
4087,20236453,17,511.67,0.7647058823529411,3,7,7,1.9999999999999998,15,2.8903717578961645,6.239632363326927,0.38356186312618307,0
4088,20241341,17,686.57,0.8823529411764706,3,8,6,1.4999999999999998,15,2.8903717578961645,6.533163642539425,0.38356186312618307,0
4089,20232005,17,981.54,0.8235294117647058,1,8,8,3.5,15,2.8903717578961645,6.8901410553828795,0.38356186312618307,0
4090,20241060,17,531.41,0.8823529411764706,3,7,7,1.9999999999999998,15,2.8903717578961645,6.277413869214583,0.38356186312618307,0
4091,20233908,17,565.61,0.9411764705882353,2,6,9,3.5,15,2.8903717578961645,6.339671236375865,0.38356186312618307,0
4092,20230151,17,876.28,0.8823529411764706,3,8,6,1.4999999999999998,15,2.8903717578961645,6.776826211655738,0.38356186312618307,0
4093,20240506,17,922.5,0.5294117647058824,1,8,8,3.5,15,2.8903717578961645,6.828170799639294,0.38356186312618307,0
4094,20240266,17,492.73,0.8235294117647058,4,10,3,-0.4999999999999999,15,2.8903717578961645,6.201988809065814,0.38356186312618307,0
4095,20233916,17,507.58,0.6470588235294118,3,6,8,2.4999999999999996,15,2.8903717578961645,6.231622528581321,0.38356186312618307,0
4096,20236304,17,325.29,0.8235294117647058,1,4,12,5.5,15,2.8903717578961645,5.7877865564854645,0.38356186312618307,0
4097,20240954,17,1000.73,0.8823529411764706,2,7,8,3.0000000000000004,15,2.8903717578961645,6.909483784255807,0.38356186312618307,0
